Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 6513,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:20,04h 05m,377.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 6582,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:04,03h 34m,377.0,2 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 6435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:40,04h 10m,345.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 51256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:55,04h 25m,377.0,32 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 51006,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,02:50,03h 20m,376.0,23 Seats available,3.1,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 6468,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:30,03:01,03h 31m,360.0,18 Seats available,3.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 6413,INDRA(A.C. Seater),23:35,03:05,03h 30m,455.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 6566,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,03:47,03h 57m,376.0,2 Seats available,4.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 6475,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,03:35,03h 40m,377.0,5 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 1315,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:10,03h 40m,348.0,20 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 9444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,00:10,04h 55m,279.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 6818,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:55,00:35,03h 40m,279.0,17 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 2995,LAHARI A/C SLEEPER CUM SEATER,22:30,02:30,04h 00m,296.0,8 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 1396,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:20,03h 50m,348.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 1620,Lahari Non A/C Sleeper Cum Seater,23:40,04:10,04h 30m,318.0,22 Seats available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
TSRTC - 9694,Lahari Non A/C Sleeper Cum Seater,23:55,01:25,01h 30m,348.0,2 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Dwaraka Travels,AC Sleeper (2+1),23:55,05:30,05h 35m,700.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Srinivasa Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,800.0,1 Seat available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59,05:50,05h 51m,850.0,7 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
PRL BUS,Non A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,750.0,5 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,850.0,9 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Vasavi travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,1300.0,15 Seats available,3.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Srinivasa Travels,NON A/C Executive (2+1),23:59,04:40,04h 41m,550.0,1 Seat available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
PRL BUS,A/C Sleeper (2+1),23:59,05:30,05h 31m,1200.0,6 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
SLNS Travels,Non A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,699.0,8 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
GOWTHAMI TOURS AND TRAVELS,A/C Sleeper (2+1),23:59,06:00,06h 01m,854.0,18 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
DK SAVARKAR TRAVELS,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,935.0,10 Seats available,4.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
PRL BUS,Non A/C Seater / Sleeper (2+1),23:59,06:30,06h 31m,1000.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
ORM Tours and Travels,A/C Sleeper (2+1),23:59,06:10,06h 11m,999.0,9 Seats available,3.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Vasavi travels,A/C Sleeper (2+1),23:59,06:35,06h 36m,1300.0,11 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Happy Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,801.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,649.0,21 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
GOWTHAMI TOURS AND TRAVELS,NON A/C Sleeper (2+1),23:59,06:00,06h 01m,759.0,15 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
MAAHI METRO TOURS AND TRAVELS,A/C Sleeper (2+1),01:00,05:30,04h 30m,799.0,5 Seats available,4.1,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),01:10,05:45,04h 35m,750.0,18 Seats available,4.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Sadiq Tours and Travels,A/C Sleeper (2+1),01:30,05:00,03h 30m,1090.0,15 Seats available,3.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),03:20,07:40,04h 20m,800.0,18 Seats available,4.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),19:30,21:30,02h 00m,790.0,7 Seats available,2.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,01:30,03h 30m,949.0,25 Seats available,1.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),23:59,03:20,03h 21m,990.0,6 Seats available,1.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Geetha Bus Travels,NON A/C Sleeper (2+1),23:59,06:00,06h 01m,749.0,4 Seats available,2.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
NS Holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:50,01:15,03h 25m,2749.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
VEGA BUS,NON AC Seater / Sleeper 2+1,23:55,05:30,05h 35m,2375.0,2 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,3000.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:30,06h 00m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,01:22,06h 22m,355.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:15,06h 15m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:00,05h 30m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:00,05h 45m,386.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,386.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3472,INDRA(A.C. Seater),22:00,03:00,05h 00m,467.0,26 Seats available,4.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:30,05h 15m,386.0,6 Seats available,3.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:15,05h 45m,386.0,7 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:45,05h 45m,386.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2536,INDRA(A.C. Seater),23:15,04:30,05h 15m,467.0,25 Seats available,4.2,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:15,05h 45m,386.0,9 Seats available,4.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,05:30,05h 45m,386.0,6 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 24263,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,05:00,05h 10m,386.0,1 Seat available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
Morning Star Travels,A/C Sleeper (2+1),23:55,05:00,05h 05m,790.0,19 Seats available,2.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
Navayuga Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,720.0,15 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,05:45,10h 45m,661.0,20 Seats available,4.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47414,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:45,09h 45m,661.0,22 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47278,INDRA(A.C. Seater),19:15,03:30,08h 15m,800.0,9 Seats available,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3673,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,06:00,10h 35m,661.0,7 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,05:50,10h 05m,661.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3876,INDRA(A.C. Seater),20:10,04:30,08h 20m,800.0,6 Seats available,3.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 4963,INDRA(A.C. Seater),20:15,05:55,09h 40m,800.0,17 Seats available,3.7,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47565,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,05:10,08h 00m,661.0,6 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,07:30,10h 10m,661.0,18 Seats available,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3659,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,06:30,09h 10m,661.0,5 Seats available,4.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 5405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,05:00,07h 30m,661.0,13 Seats available,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47460,INDRA(A.C. Seater),21:35,05:30,07h 55m,800.0,13 Seats available,3.4,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 9378,INDRA(A.C. Seater),22:00,06:30,08h 30m,800.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3920,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06:45,08h 35m,661.0,32 Seats available,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3999,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,08:25,10h 10m,661.0,2 Seats available,2.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47138,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,05:45,07h 15m,1016.0,14 Seats available,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 2755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07:15,08h 45m,661.0,26 Seats available,1.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 5413,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,08:00,09h 00m,661.0,21 Seats available,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47142,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:30,07:00,07h 30m,1016.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 9157,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,09:00,09h 01m,661.0,21 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
TSRTC - 8919,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:00,09h 00m,524.0,14 Seats available,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Svkdt travels,A/C Sleeper (2+1),22:30,06:45,08h 15m,1090.0,11 Seats available,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Zingbus Plus,A/C Seater / Sleeper (2+1),20:45,05:15,08h 30m,832.0,26 Seats available,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,04:20,08h 20m,3755.0,9 Seats available,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),20:45,04:15,07h 30m,4082.0,10 Seats available,4.5,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Srivari Travels,A/C Seater / Sleeper (2+1),19:30,03:55,08h 25m,770.0,4 Seats available,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:00,03:30,08h 30m,3623.0,8 Seats available,4.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:30,08h 00m,3320.0,7 Seats available,4.1,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),22:25,06:50,08h 25m,1453.0,6 Seats available,4.4,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:50,06:30,08h 40m,500.0,16 Seats available,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:15,06:45,08h 30m,800.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Srivari Travels,Non A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,650.0,11 Seats available,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
RK Travels,Non A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,599.0,12 Seats available,3.1,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Vsaikrishna Travels,A/C Seater / Sleeper (2+1),23:00,08:00,09h 00m,650.0,30 Seats available,3.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),20:25,05:05,08h 40m,3799.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Morning Star Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,890.0,2 Seats available,3.3,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IRA Travels,A/C Sleeper (2+1),20:00,04:25,08h 25m,1300.0,5 Seats available,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IRA Travels,Bharat Benz A/C Sleeper (2+1),19:00,03:50,08h 50m,990.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Morning Star Travels,A/C Sleeper (2+1),21:30,05:10,07h 40m,890.0,6 Seats available,3.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Sai Sri Krishna Travels,A/C Sleeper (2+1),20:50,04:00,07h 10m,2990.0,16 Seats available,0.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Dream Bus,A/C Sleeper (2+1),22:15,06:00,07h 45m,5000.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,675.0,3 Seats available,2.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Svkdt travels,A/C Sleeper (2+1),20:15,04:30,08h 15m,1349.0,9 Seats available,2.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Zingbus Plus,A/C Sleeper (2+1),18:30,02:40,08h 10m,1493.0,5 Seats available,2.7,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),20:30,04:00,07h 30m,3510.0,8 Seats available,2.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:25,03:00,08h 35m,3760.0,1 Seat available,2.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Morning Star Travels,A/C Sleeper (2+1),01:15,08:45,07h 30m,1490.0,1 Seat available,2.7,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47135,Express(Non AC Seater),20:15,23:15,03h 00m,125.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,02:00,05h 55m,399.0,8 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,02:00,05h 45m,450.0,12 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,450.0,39 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Sri Vinayaka Travels,NON A/C Seater (2+3),21:30,01:30,04h 00m,350.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,02:00,05h 20m,399.0,33 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,01:10,04h 10m,399.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,499.0,4 Seats available,4.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,500.0,18 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Maheswari Travels,NON A/C Sleeper (2+1),20:00,02:05,06h 05m,550.0,16 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
VEERA & SRI KALESWARI TRAVELS,Non A/C Seater / Sleeper (2+1),20:35,00:45,04h 10m,500.0,26 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:40,03:00,06h 20m,499.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 5087,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,03:15,07h 15m,613.0,3 Seats available,2.5,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
APSRTC - 5091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:45,06h 45m,613.0,2 Seats available,3.8,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Zingbus Plus,A/C Sleeper (2+1),23:40,07:20,07h 40m,3723.0,5 Seats available,4.5,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),20:50,04:45,07h 55m,1450.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Bharathi Travels,Non A/C Seater / Sleeper (2+1),21:45,05:35,07h 50m,699.0,1 Seat available,3.4,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:59,07:00,07h 01m,3760.0,1 Seat available,4.6,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
KTC Travels,A/C Sleeper (2+1),22:00,06:35,08h 35m,1790.0,20 Seats available,3.1,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,05:00,09h 00m,1249.0,4 Seats available,3.8,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Abhishek Bus,A/C Seater/Sleeper (2+1),23:59,07:15,07h 16m,2700.0,1 Seat available,2.9,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Sai Balaji Travels,A/C Seater / Sleeper (2+1),23:30,06:30,07h 00m,4999.0,1 Seat available,3.8,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Prasanna Travels,A/C Seater / Sleeper (2+1),23:00,07:00,08h 00m,1500.0,31 Seats available,0.0,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Sai Sri Krishna Travels,A/C Sleeper (2+1),23:50,08:00,08h 10m,2990.0,12 Seats available,0.0,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
